,Text
235,muhtemelen hayatlarinin buyuk hatasini yapacak isyerleri
236,turkcell isi biliyor. 4'te de aynı sey olmuştu. kontratli alicaksan turkcell 'de çok rahat bulursun.
237,huawei lite aldim bilgilendirirmisin
238,dostum yaka mikrofonu calismiyor cihazdan aliyor sesinizi hayir oyle degil senin sesinde sikinti yok
239,fiberi falan bosverin hocam internet koptumu gun gelmiyor magdur oldugumuzami yanalim bosapara verdigimizemi biraz yagmur firtina oldumu internet hemen kopuyor siz once buna cozum uretin
240,iletisim bilgilerinizi sayfanin ust kisminda bulunan mesaj bolumunden iletmeniz durumunda konu hakkinda inceleme yaparak size geri donus yapmak isteriz tesekkurler
241,hep bos laf
242,fiberliyoz diyolar bile tam cekmiyo soruncada bolgede yatirim planimiz yok diyolar hemde istanbulda
243,emegi gecenlere tesekkurler ancak arkadaslar kuru tesekkur yetmez tum millet olarak satin alarak destek olmaliyiz
244,abicim kolay gelsin
245,daha neler var desek bos denetim adalet olmayinca boyle oluyor sikyat etmek istesenede dunya var bunlar devletin verdigi izinle yapiliyor yani devlet katkisi var
246,turkcell numaramı taşıdığım i̇çin benim de hatırımı sordu 99.40 tl kadar aynı gun internet tamamı
247,idaanin numarali adami hergun blokk maci veriyor hergun milyarlar kazandiriyor kesin takip edin sizlerde kurtulun
248,hattim icin herseyim uyumlu telefonum avea intouch interneti acinca ekranin ust tarafinda yazisi arada gozukup kayboluyor olur yardimci olun
249,dumenin tillahi ozgur yilmaz
250,mustafa guldurdun bni
251,ilettikte size hep ayni sey alt yapi calismasi var turlu bitmedi istanbulun gobeginde cekmiyor
252,merhaba konuyla ilgili yardimci olabilmemiz icin iletisim soyad telefon bilgilerinizi ozel mesaj yoluyla paylasabilir misiniz
253,i phone / turkcell müzik application.. mutlaka deneyin...
254,reklamlarında   dağda bayırda çekiyor fakat istanbulun göbeğinde bizim evde çekmiyordu.
255,gun ronaldoya hiz bize internet lazim
256,turktelekom mobil musteri hizmetleriniz neden hizmet veremiyor mail atiyorum cevap vermiyor illaki btk sikayet edelim kac kere mail attim cevap vermiyorsunuz
257,tek rakibim kendim
258,tarsus kirklarsirti mahallesinde dediginiz hizmeti birak mbit internet goruyoruz birakin artik apartmanlarida mustakil evlere biraz destek verin adam apartmanda mbit internete veriyor ben mbit internete veriyorum adalet cercevesinde verdiginiz hizmet soygundur muhatabimiz yok malesef anca reklam yapiyorsunuz baska bisey yok hizmet sifir hizmet istiyoruz artik tarsus kirklarsirti mallesine hizmeeeeettt
259,turk telekom yetkilileri beni arayarak taahhut bittigini sene daha uzatmak ister misiniz diye aradilar fiyat olarak aylik odeyecegimi soylediler fakat nedense her fatura oduyorum yalan soyleyerek yapiyorsunuz
260,cekmeyen hat olur
261,merhaba konu hakkinda sizinle iletisime gecebilmemiz icin cep telefonu numaranizi facebook mesaj iletmenizi rica ederiz
262,boylemi fiberliyorsunuz
263,ama arayan olmadi
264,turk telekom sizin yaptiginiz degil sozde internet mis urfada ole degils ama internete sorun war diyoruz kimse ilgilenmiyo
265,merhaba konuyla ilgili bilgi almak icin teknoasist merkezi iletisime gecebilirsiniz ilginize tesekkur ederiz
266,sayin yetkililer fiber miber hikaye aveyayi iyicene mafetiniz tebrikler aldigim paketi hic guzel sekilde kullanamiyorum milleti kandirmaya devam edin
267,insanlari kandirmayin kavacikta merkezlerinin oldugu yerdeyiz internet yildir halde hicbir cozum uretemiyorsunuz isimizi yapamaz olduk tum tesisatimizi degistirdik cihazlarimizi cisco aldik yine ayni yazik
268,"senden degil iphone, patates almam artik"
269,galiba
270,avea ne lan kenkzz? rus karısı ismi falan mı? ccc turkcell 3g internet hızı siker amk ccc
271,turk telekom neden aydir defalarca kez ilettigim sorunu cozmemek icin gayret gosteriyor sizin markanizin gucu musteri anlayisi yazik size
272,"önce kız takımımız kpmg'yi 3-0 sonra da biz unilever'i 3-1'le geçtik, süper bir gün oldu! #turkcellvoleybol #goturkcell #turkcell :))"
273,dur bi mesaj atalım sevgilisin'den zannetsin..  -turkcell. :d
274,dunden beridir kere ariza oldugunu belirttim kere duzeldigi icin arandim hala ariza devam ediyor bana binamizda mbps binamiza internet baglantisi oldugu bildirildi simdi yeni basvuru yapmak istedigim icin aradim kadar baglanabilirsiniz diyolar ama ariza olunca mbps kulanabilirmisiz diger nerde musteriye giriyo ama akk olunca dusmuyor dolandirici ttnet
275,merhaba konu hakkinda sizinle iletisime gecebilmemiz icin cep telefonu numaranizi facebook mesaj iletmenizi rica ederiz
276,"artık var, turkcellin sitesine bakınız."
277,"""hayat paylaşınca güzel"""
278,ben gun once turkcelle gectim dunya varmis
279,guzel renki super bence
280,müşteri hizmetlerinin ücretli olması çok saçma yani o kadar reklama paran var buna mı yok turkcell
281,pardon bisey sora bilir miyim
282,seker tadinda bayram gecirmeniz dileklerimle hayirli bayramlar
283,evimdeki wifi gundur kullanamiyorum internet yavasligi denilemez biktim her gun ayri sorun vodafone interneti wifiden hizli musteri hizmetlerini ariyorum sikinti gozukmuyor diyor sizin vereceginiz internet yerin dibine batsin kadar insan sikayetci reklamlarinizla neyi ispatlamaya calisiyorsunuz internet kullanmadan para oduyoruz verdigim parayi helal etmiyorum turk telekom kullanan arkadaslar vodafone veya turkcelle gecin interneti kat daha hizli
284,bi telefon tofas ayni para yazik bee
285,merhaba bildiriminiz ilgili sizinle gorusmek detayli inceleme yapabilmek icin iletisim bilgilerinizi mesaj bolumunden iletmenizi rica ederiz tesekkurler
286,inonu mahallesi osmanserdengecti caddesi buca izmir adresine turk telekom alt yapisi yok diye eve internert alamiyoruz nasil fiberleyecegiz kim yapiyo fiberi bakin yazli gorsel basina duyuracagim ilgilenirsinz yada reklamlar cope gider imza toplamaya basladim
287,giresun avea iken olsa internete girebiliyorduk suanda internete hic sekilde giremiyoruz hani fiberliyoduk nasil fiber turk telekom
288,her zaman heryerden böyle
289,aman hayata bağlan...sakın gitme.
290,merhaba bildiriminiz ilgili sizinle gorusmek detayli inceleme yapabilmek icin iletisim bilgilerinizi mesaj bolumunden iletmenizi rica ederiz tesekkurler
291,ya arkadas guzel tarifeler avea ama baska operatorden gelene kendi musterisinin kadar degeri yok illa avea birakican baska operator gidicen gun suruneceksin oyle faydalanacak sin yahu elindeki musteri kacmasin baska yere gidip mutsuz olmasin bizde diger operatorden gelenlere verdiginiz haklardan verin
292,turkcell gold/platinum kullanıcısı isen %50 indirim hakkı.. mart'a kadar 3 kez kullanma hakkın var ;)
293,burada yukleyince pazar sli gunleri veriyor boyunce almak icin hediye gun yaz gonder
294,"“ 4 gb'lık internet paketi yetmiyor, 8 gb'lık paketlerle gel bana"
295,yeni hatla beraber telefonda almaniz gerekiyor kimse bedavaya vermez
296,ben aldim ariza yapti sattiklari urunun arkasinda durmuyorlar garanti kapsamindaki telefonu yapmadilar daha teknosanin kapisindan girmem
297,hiz icin yaptiginiz yatirimin katini ronaldoya verip reklamda oynatmissinizdir allah bilir
298,honor android marshmallow guncellemesi zaman gelecek
299,"en kısa süre içinde superonline ile olan ilişkimi bitiriyorum,ilanen duyrulur.."
300,aydir internet kablolari kesik nasil olacak
301,arkadaslar dikkatttt telekom faturalari kabartiyor gelmesi gereken fatura olarak geldi gun gec odendigi icinmis sozlesmede gecip kabul edip imzalamisiz telekom yeni oyunudur dikkat edin
302,yalan reklamlara inanmayin megabite internet hizi diye kandiriyor sonra hiz bile vermiyor
303,"alara şimdi derin nefes al, beynine oksijen gitsin ayrıca bu turkcell bana neden bokluk yaptı?"
304,heeee hemem
305,yalin internetimi istanbuldan adanaya tasimak icin basvurdum istanbulda ablam kullaniyordu istanbulda ablam kendi teslim alip kullandigi modemi teslim etmek icin merkeze gittiginde teslim almamislar internet sahibi teslim etsin demisler ben internet sahibiyim yasal olarak teslim almadigim modemi teslim etme zorunlulugum var teslim etmesem teslim eden memurun basi yanar neden istanbulda teslim almiyorlar ben konuda sikayetciyim yasal olarak takipcisiyim
306,merhaba teknosadan preo cep telefonu aldim oldu garantisi var ama sarz etmiyor garantiye girmiyormus istiyorlar kullanici hatasi diye gecistiriyorlar bence teknosaya yakismiyor musteri memnuniyeti herseyden once gelmesi gerekiyor teknik servisin numarasini bile vermiyorlar simdiye kadar boyle ilgisiz firma gormedim
307,ben basak burcuyum arkadasim ayfer basak burcu biz titizligi severiz gittigidiyor basak burcu zekiydi guzeldi cekiciydi evet bunlar dogruydu yillik evliligimiz boyunca aysen ibrahim canim esim keske kadar titiz olmasaydin diyecek kadar hassasin biliyorum ancak supurgeyle beraber artik rahat rahat mac izlerken misir dokuldumu antep fistiginin kabugu nereye gitti stresi yasamayacagim cunku elektrik supurgesine bakar hayatim deyip gececegim yasasin mac izlemek
308,ilişkiler karşılıklı olmalı :))1 hafta süre karşılık almazsamsilerim seni ...:)
309,been diyorum turkcell e kedi atalım diyee
310,bende ayni fikirdeyim yeni baglattim iyi diye eski firma bunun kati idi yavas internet
311,beslenme cantasi saklama kabi basta kendim ailem cici kopegime hediye almak istiyorummm
312,yolladim numaralari efendiler
313,ayda fatura oduyom bana dunya kadar sey sayiyorlar suradan buradan kullandin diye sacma sapan seylerden
314,ama karanlik teknosaya yakismiyor ozaman goruntu cekiyorsunuz
315,turkcell oynattıran kampanyanın hediye kuponlarının mesajları telefona mesajmı gelecek?
316,bakmama gerek yok hiper net bile yok
317,bence tweter sayesinde oldu...
318,paylaşınca ne çoğalıyoo amip miyiz biz neyiz senin gözünde turkcell
319,ben konya merkeze mahallede oturuyorum avea burda ceksin gecelim ama nerde oyle guc
320,samsung getirip not kaca alabilirim
321,evlere getiremediniz ceplere getireceksiniz insanlarin zekasi kafami buluyordunuz
322,cinliler kullaniyor biz ronaldo hizlansin diye takiyoruz acidim fddfggffgtfb
323,eskilerden arkadasi gormus gibi oldum nokia gorunce yeniden uretime gecmesine sevindim insallah basarili olur
324,merhaba kampanya detaylari hakkinda link uzerinden bilgi alabilirsiniz tesekkurler
325,siz ilk basta yillardir reklam yapipta veremediginiz fiber evlere verin ondan sonra boyle reklamlar yapin heryerde hala eski santraller var belirli hizin ustune cikaramiyorsunuz insanlari kandirmayi reklam yapmayi birakip yaptiginiz icraat larla millet sizin reklaminizi yapsin
326,okoltugu yolla bana
327,turk telekom internetten sikayetim var
328,gormemisin reklami olmus dakika arayla verip durmus
329,gecisi yapan oldumu hala bekliyorum d
330,sayin turk telekom yetkilileri deminden beri musteri temsilcileriniz bana kriz gecirtiyor tarihinden beri benden firmaniz mcafee adli program kullandigimi bunun icin benden kesildigini ogrendim sayin yetkililer benim bilgisayarimda boylebir program yok ben boyle programi kullanmadim haberim yok sifremde yok durumu defalarca musteri temsilci lerinize anlattim anlamadilar son tamam pes ediyorum kullandim ozaman bana sifre verin bari buyndan sonra kullanayim dedim sulalaeme kadar bilgilerimiz verdik bana tek kullanim sifre verdiler telefonumuza geldi syfaya girip programmi kurmak istedi her defasinda hatali giris dedi defalarca denedik hanim denedi ben denedim arkadslara denettik yok hatali giris diye cevap geliyor son olarak yildir kullanmadigim tum guvenlik pakaeti ucretimi geri istiyorum sonrasinda ise afee programinin bilgisayarima cep telefonuma okuldaki bilgisayrima kurulup gerekli sifrenin verilmesini rica ediyorum
331,yaw internet hizim ydi gundur hic sey yapamiyorum neden bunun sebebi internet hizlandirma videosu izliyim diyorum aciliyo
332,merhaba bildiriminiz ilgili sizinle gorusmek detayli inceleme yapabilmek icin iletisim bilgilerinizi mesaj bolumunden iletmenizi rica ederiz tesekkurler
333,musteri memnuniyet sifir musteri maduriyeti yuzde yuz firma
334,merhaba konu hakkinda sizinle iletisime gecebilmemiz icin cep telefonu numaranizi facebook mesaj iletmenizi rica ederiz
335,yarismacilara basarilar kazasiz yaris temenli ediyorum
336,nasil geciyoz ona
337,adamin dibi dibi
338,buyrun arayin zaman turk telekom
339,haftadir gazioamanpasa yildiztabya mahallesinde internet yok istanbulun gobegine internet veremiyorsunuz fiber reklami yapiyorsunuz yaziklar olsun
340,yemeyin bizi modem cekmiyor
341,s iyidi
342,ben halen ilkini kullaniyorum hem daha guzel pisiriyor
343,i̇yi gun kotu gun dostum mesaj atan turkcell
344,eylul beri aboneydim fiber internet icin zaman fiberliyoruz demeye basladilar andan itibaren kopmalar basladi herhafta kere min ariza kaydi olusturdum her defasinda hikmetse sonra surekli internet geldi haliyle ariza kaydi mesaji internetinizde sikinti yoktur diye geldi her defasinda gun saat ariza kaydi olusturdum eskisi gibi geldi intenet ama mesaj bisi gelmedi sonra basladi kullaniyorum aninda kopuyor bende aradim iptal ettirmek icin anda size ozel ekip yonlendirelim size ozel firsatlar sunalim saymaya bende onu iptal ettirmeden gelenlere sunun dedim iptal talebi tivibu fibernet icin verdim iptal talebinden sonra ariza ilgilenmeye basladilar gorseniz mesajlar ekipler ben iptal ettim ama yinede cezasini odemeyi kabul ettim kullanmadan heray para verecegime sizden kurtulmak icin gerekirse katini verir kurtulurum full yalan dolan ttnet fibernet reklamda fibernet diye gosterilen mekanlarin unda internet zor kullaniliyor bilginize
345,bide tam hizmet alsak
346,eyvallah cumali aydin abi tesekkur ederim senin varligin benim icin sampiyonluk demektir zaten senin gibi abiye sahibim daha olsun
347,eylul beri aboneydim fiber internet icin zaman fiberliyoruz demeye basladilar andan itibaren kopmalar basladi herhafta kere min ariza kaydi olusturdum her defasinda hikmetse sonra surekli internet geldi haliyle ariza kaydi mesaji internetinizde sikinti yoktur diye geldi her defasinda gun saat ariza kaydi olusturdum eskisi gibi geldi intenet ama mesaj bisi gelmedi sonra basladi kullaniyorum aninda kopuyor bende aradim iptal ettirmek icin anda size ozel ekip yonlendirelim size ozel firsatlar sunalim saymaya bende onu iptal ettirmeden gelenlere sunun dedim iptal talebi tivibu fibernet icin verdim iptal talebinden sonra ariza ilgilenmeye basladilar gorseniz mesajlar ekipler ben iptal ettim ama yinede cezasini odemeyi kabul ettim kullanmadan heray para verecegime sizden kurtulmak icin gerekirse katini verir kurtulurum full yalan dolan ttnet fibernet reklamda fibernet diye gosterilen mekanlarin unda internet zor kullaniliyor bilginize
348,once taahhut bitmisti tekrar yaptirdik ama sonra faturada telefonun taahhudu baslamadigini sadece internetin yaptirildigini bunun kendi hatalarinin oldugunu soyleyip faturayi indirmislerdi simdi faturam sabitlenmis olmasina ragmen fatura geliyor fatura aciklamasinda diger ucretler diye ibare var diger ucretler diye sordugumda size saglanmis olan indirimlerin karsiligi diye cevap veriliyor sadece alinacagini diger aylar alinmayacagi soyleniyor boyle mantiksizlik olabilir indirimi yapan kendileri faturanin degismeyecegini soylemelerine ragmen benden diger ucretler adi altinda fazladan para istiyorlar bana gore haksiz kazanctir
349,gectikten sonra telefonumun cekim dustu full ceken telefon kademeye dustu internette sorun yok cekim gucu dustu yardimci olursaniz sevinirim
350,turk telekom markasiyla lerde boy gosteren arap firmasi kapali hatta nasil lira yukleniyosa artik cektiniz kartimdan bisey degil ama isin arkasini birakmayacagim
351,bu oyunlari yuklemek icin baska yol yokmu kardesim online veya oyun almakmi gerekiyor yardimci olursaniz sevinirim
352,turk telekom memnunum nice hizli gunlere tesekkurler
353,ee cevap
354,senin telefonun daha guzel
355,istersen ver cekmedikten sonra neyapacam sozlesme dolsun turkcelle gececem
356,fiberi gectim kere hipernete gecirecegiz diye dolandirip zaman imi calip internet faturasi odedim haram olsun daha turk telekom kullanmicam superonline gecis basvurusu yaptim turk telekom pismanliktir
357,an itibari hizim gelirse olsa yeter
358,"bu superonline, digiturk ve turkcell in kiyaklari beni bir gun oldurucek. digiturk cum dogum gunu hediyem olarak kore kanali ekle kendine :)"
359,karne karne gunu geldi mutluyuz simdi aldik karneyi kapalim hediyeyi karne geldiyse kotu calisip basarip dinleyip anlayip yapariz biz notu iyi iyiyse karne kap hediyeyi sende ikinci donemde yap iyi karne olsun pekiyi
360,sakin telefonu kullanmayin bunlarin kapattiginiz halde hala fatura geliyor bide yuzsuzler avukata veriyor bunlara guvenip sakin evinize telefon hatti cektirmeyin vatandas olarak tavsiyem
361,arkadas servise mesaj atcamda kaca gonderecegimi bilmiym
362,normal internet kullanmaya devam
363,cin pazarinda yok satan telefonlar xiaomi oneplus sacma telefonlara kimse para vermez dedikleri gibi islemciler giris seviyesi kendini samsungla tutuyor bari garantisi iyi olsa oda cop
